Navn;Stasjon;Tid(norsk normaltid);Snødybde
Folgefonna Skisenter;SN49085;05.02.2022;294
Folgefonna Skisenter;SN49085;06.02.2022;323
Folgefonna Skisenter;SN49085;07.02.2022;338
Folgefonna Skisenter;SN49085;08.02.2022;341
Folgefonna Skisenter;SN49085;09.02.2022;312
Folgefonna Skisenter;SN49085;10.02.2022;296
Folgefonna Skisenter;SN49085;11.02.2022;307
Folgefonna Skisenter;SN49085;12.02.2022;344
Folgefonna Skisenter;SN49085;13.02.2022;375
Folgefonna Skisenter;SN49085;14.02.2022;373
Folgefonna Skisenter;SN49085;15.02.2022;351
Folgefonna Skisenter;SN49085;16.02.2022;345
Folgefonna Skisenter;SN49085;17.02.2022;340
Folgefonna Skisenter;SN49085;18.02.2022;342
Folgefonna Skisenter;SN49085;19.02.2022;351
Folgefonna Skisenter;SN49085;20.02.2022;349
Folgefonna Skisenter;SN49085;21.02.2022;325
Folgefonna Skisenter;SN49085;22.02.2022;324
Folgefonna Skisenter;SN49085;23.02.2022;326
Folgefonna Skisenter;SN49085;24.02.2022;344
Folgefonna Skisenter;SN49085;25.02.2022;377
Folgefonna Skisenter;SN49085;26.02.2022;374
Folgefonna Skisenter;SN49085;27.02.2022;347
Folgefonna Skisenter;SN49085;28.02.2022;334
Folgefonna Skisenter;SN49085;01.03.2022;340
Folgefonna Skisenter;SN49085;02.03.2022;358
Folgefonna Skisenter;SN49085;03.03.2022;346
Folgefonna Skisenter;SN49085;04.03.2022;345
Folgefonna Skisenter;SN49085;05.03.2022;342
Folgefonna Skisenter;SN49085;06.03.2022;341
Folgefonna Skisenter;SN49085;07.03.2022;339
Folgefonna Skisenter;SN49085;08.03.2022;338
Folgefonna Skisenter;SN49085;09.03.2022;319
Folgefonna Skisenter;SN49085;10.03.2022;317
Folgefonna Skisenter;SN49085;11.03.2022;316
Folgefonna Skisenter;SN49085;12.03.2022;313
Folgefonna Skisenter;SN49085;13.03.2022;312
Folgefonna Skisenter;SN49085;14.03.2022;310
Folgefonna Skisenter;SN49085;15.03.2022;309
Folgefonna Skisenter;SN49085;16.03.2022;308
Folgefonna Skisenter;SN49085;17.03.2022;307
Folgefonna Skisenter;SN49085;18.03.2022;307
Folgefonna Skisenter;SN49085;19.03.2022;307
Folgefonna Skisenter;SN49085;20.03.2022;307
Folgefonna Skisenter;SN49085;21.03.2022;306
Folgefonna Skisenter;SN49085;22.03.2022;307
Folgefonna Skisenter;SN49085;23.03.2022;306
Folgefonna Skisenter;SN49085;24.03.2022;307
Folgefonna Skisenter;SN49085;25.03.2022;302
Folgefonna Skisenter;SN49085;26.03.2022;301
Folgefonna Skisenter;SN49085;27.03.2022;302
Folgefonna Skisenter;SN49085;28.03.2022;301
Folgefonna Skisenter;SN49085;29.03.2022;300
Folgefonna Skisenter;SN49085;30.03.2022;299
Folgefonna Skisenter;SN49085;31.03.2022;299
Folgefonna Skisenter;SN49085;01.04.2022;299
Folgefonna Skisenter;SN49085;02.04.2022;328
Folgefonna Skisenter;SN49085;03.04.2022;330
Folgefonna Skisenter;SN49085;04.04.2022;335
Folgefonna Skisenter;SN49085;05.04.2022;334
Folgefonna Skisenter;SN49085;06.04.2022;332
Folgefonna Skisenter;SN49085;07.04.2022;327
Folgefonna Skisenter;SN49085;08.04.2022;327
Folgefonna Skisenter;SN49085;09.04.2022;326
Folgefonna Skisenter;SN49085;10.04.2022;326
Folgefonna Skisenter;SN49085;11.04.2022;326
Folgefonna Skisenter;SN49085;12.04.2022;326
Folgefonna Skisenter;SN49085;13.04.2022;325
Folgefonna Skisenter;SN49085;14.04.2022;325
Folgefonna Skisenter;SN49085;15.04.2022;324
Folgefonna Skisenter;SN49085;16.04.2022;323
Folgefonna Skisenter;SN49085;17.04.2022;322
Folgefonna Skisenter;SN49085;18.04.2022;321
Folgefonna Skisenter;SN49085;19.04.2022;319
Folgefonna Skisenter;SN49085;20.04.2022;317
Folgefonna Skisenter;SN49085;21.04.2022;310
Folgefonna Skisenter;SN49085;22.04.2022;300
Folgefonna Skisenter;SN49085;23.04.2022;287
Folgefonna Skisenter;SN49085;24.04.2022;281
Folgefonna Skisenter;SN49085;25.04.2022;280
Folgefonna Skisenter;SN49085;26.04.2022;277
Folgefonna Skisenter;SN49085;27.04.2022;273
Folgefonna Skisenter;SN49085;28.04.2022;273
Folgefonna Skisenter;SN49085;29.04.2022;277
Folgefonna Skisenter;SN49085;30.04.2022;274
Folgefonna Skisenter;SN49085;01.05.2022;273
Folgefonna Skisenter;SN49085;02.05.2022;273
Folgefonna Skisenter;SN49085;03.05.2022;274
Folgefonna Skisenter;SN49085;04.05.2022;272
Folgefonna Skisenter;SN49085;05.05.2022;274
Folgefonna Skisenter;SN49085;06.05.2022;273
Folgefonna Skisenter;SN49085;07.05.2022;266
Folgefonna Skisenter;SN49085;08.05.2022;265
Folgefonna Skisenter;SN49085;09.05.2022;264
Folgefonna Skisenter;SN49085;10.05.2022;261
Folgefonna Skisenter;SN49085;11.05.2022;261
Folgefonna Skisenter;SN49085;12.05.2022;275
Folgefonna Skisenter;SN49085;13.05.2022;278
Folgefonna Skisenter;SN49085;14.05.2022;289
Folgefonna Skisenter;SN49085;15.05.2022;282
Folgefonna Skisenter;SN49085;16.05.2022;278
Folgefonna Skisenter;SN49085;17.05.2022;274
Folgefonna Skisenter;SN49085;18.05.2022;266
Folgefonna Skisenter;SN49085;19.05.2022;258
Folgefonna Skisenter;SN49085;20.05.2022;254
Folgefonna Skisenter;SN49085;21.05.2022;249
Folgefonna Skisenter;SN49085;22.05.2022;245
Folgefonna Skisenter;SN49085;23.05.2022;237
Folgefonna Skisenter;SN49085;24.05.2022;225
Folgefonna Skisenter;SN49085;25.05.2022;218
Folgefonna Skisenter;SN49085;26.05.2022;218
Folgefonna Skisenter;SN49085;27.05.2022;224
Folgefonna Skisenter;SN49085;28.05.2022;221
Folgefonna Skisenter;SN49085;29.05.2022;216
Folgefonna Skisenter;SN49085;30.05.2022;217
Folgefonna Skisenter;SN49085;31.05.2022;213
Folgefonna Skisenter;SN49085;01.06.2022;208
Folgefonna Skisenter;SN49085;02.06.2022;204
Folgefonna Skisenter;SN49085;03.06.2022;199
Folgefonna Skisenter;SN49085;04.06.2022;196
Folgefonna Skisenter;SN49085;05.06.2022;190
Folgefonna Skisenter;SN49085;06.06.2022;185
Folgefonna Skisenter;SN49085;07.06.2022;180
Folgefonna Skisenter;SN49085;08.06.2022;172
Folgefonna Skisenter;SN49085;09.06.2022;168
Folgefonna Skisenter;SN49085;10.06.2022;160
Folgefonna Skisenter;SN49085;11.06.2022;153
Folgefonna Skisenter;SN49085;12.06.2022;145
Folgefonna Skisenter;SN49085;13.06.2022;142
Folgefonna Skisenter;SN49085;14.06.2022;137
Folgefonna Skisenter;SN49085;15.06.2022;133
Folgefonna Skisenter;SN49085;16.06.2022;130
Folgefonna Skisenter;SN49085;17.06.2022;123
Folgefonna Skisenter;SN49085;18.06.2022;112
Folgefonna Skisenter;SN49085;19.06.2022;118
Folgefonna Skisenter;SN49085;20.06.2022;112
Folgefonna Skisenter;SN49085;21.06.2022;102
Folgefonna Skisenter;SN49085;22.06.2022;96
Folgefonna Skisenter;SN49085;23.06.2022;85
Folgefonna Skisenter;SN49085;24.06.2022;71
Folgefonna Skisenter;SN49085;25.06.2022;41
Folgefonna Skisenter;SN49085;26.06.2022;21
Folgefonna Skisenter;SN49085;27.06.2022;0
Folgefonna Skisenter;SN49085;28.06.2022;0
Folgefonna Skisenter;SN49085;29.06.2022;0
Folgefonna Skisenter;SN49085;30.06.2022;0
Folgefonna Skisenter;SN49085;01.07.2022;0
Folgefonna Skisenter;SN49085;02.07.2022;0
Folgefonna Skisenter;SN49085;03.07.2022;0
Folgefonna Skisenter;SN49085;04.07.2022;0
Folgefonna Skisenter;SN49085;05.07.2022;0
Folgefonna Skisenter;SN49085;06.07.2022;0
Folgefonna Skisenter;SN49085;07.07.2022;0
Folgefonna Skisenter;SN49085;08.07.2022;0
Folgefonna Skisenter;SN49085;09.07.2022;0
Folgefonna Skisenter;SN49085;10.07.2022;0
Folgefonna Skisenter;SN49085;11.07.2022;0
Folgefonna Skisenter;SN49085;12.07.2022;0
Folgefonna Skisenter;SN49085;13.07.2022;0
Folgefonna Skisenter;SN49085;14.07.2022;0
Folgefonna Skisenter;SN49085;15.07.2022;0
Folgefonna Skisenter;SN49085;16.07.2022;0
Folgefonna Skisenter;SN49085;17.07.2022;0
Folgefonna Skisenter;SN49085;18.07.2022;0
Folgefonna Skisenter;SN49085;19.07.2022;0
Folgefonna Skisenter;SN49085;20.07.2022;0
Folgefonna Skisenter;SN49085;21.07.2022;0
Folgefonna Skisenter;SN49085;22.07.2022;0
Folgefonna Skisenter;SN49085;23.07.2022;0
Folgefonna Skisenter;SN49085;24.07.2022;0
Folgefonna Skisenter;SN49085;25.07.2022;0
Folgefonna Skisenter;SN49085;26.07.2022;0
Folgefonna Skisenter;SN49085;27.07.2022;0
Folgefonna Skisenter;SN49085;28.07.2022;0
Folgefonna Skisenter;SN49085;29.07.2022;0
Folgefonna Skisenter;SN49085;30.07.2022;0
Folgefonna Skisenter;SN49085;31.07.2022;0
Folgefonna Skisenter;SN49085;01.08.2022;0
Folgefonna Skisenter;SN49085;02.08.2022;0
Folgefonna Skisenter;SN49085;03.08.2022;0
Folgefonna Skisenter;SN49085;04.08.2022;0
Folgefonna Skisenter;SN49085;05.08.2022;0
Folgefonna Skisenter;SN49085;06.08.2022;0
Folgefonna Skisenter;SN49085;07.08.2022;0
Folgefonna Skisenter;SN49085;08.08.2022;0
Folgefonna Skisenter;SN49085;09.08.2022;0
Folgefonna Skisenter;SN49085;10.08.2022;0
Folgefonna Skisenter;SN49085;11.08.2022;0
Folgefonna Skisenter;SN49085;12.08.2022;0
Folgefonna Skisenter;SN49085;13.08.2022;0
Folgefonna Skisenter;SN49085;14.08.2022;0
Folgefonna Skisenter;SN49085;15.08.2022;0
Folgefonna Skisenter;SN49085;16.08.2022;0
Folgefonna Skisenter;SN49085;17.08.2022;0
Folgefonna Skisenter;SN49085;18.08.2022;0
Folgefonna Skisenter;SN49085;19.08.2022;0
Folgefonna Skisenter;SN49085;20.08.2022;0
Folgefonna Skisenter;SN49085;21.08.2022;0
Folgefonna Skisenter;SN49085;22.08.2022;0
Folgefonna Skisenter;SN49085;23.08.2022;0
Folgefonna Skisenter;SN49085;24.08.2022;0
Folgefonna Skisenter;SN49085;25.08.2022;0
Folgefonna Skisenter;SN49085;26.08.2022;0
Folgefonna Skisenter;SN49085;27.08.2022;0
Folgefonna Skisenter;SN49085;28.08.2022;0
Folgefonna Skisenter;SN49085;29.08.2022;0
Folgefonna Skisenter;SN49085;30.08.2022;0
Folgefonna Skisenter;SN49085;31.08.2022;0
Folgefonna Skisenter;SN49085;01.09.2022;0
Folgefonna Skisenter;SN49085;02.09.2022;0
Folgefonna Skisenter;SN49085;03.09.2022;0
Folgefonna Skisenter;SN49085;04.09.2022;0
Folgefonna Skisenter;SN49085;05.09.2022;0
Folgefonna Skisenter;SN49085;06.09.2022;0
Folgefonna Skisenter;SN49085;07.09.2022;0
Folgefonna Skisenter;SN49085;08.09.2022;0
Folgefonna Skisenter;SN49085;09.09.2022;0
Folgefonna Skisenter;SN49085;10.09.2022;0
Folgefonna Skisenter;SN49085;11.09.2022;0
Folgefonna Skisenter;SN49085;12.09.2022;0
Folgefonna Skisenter;SN49085;13.09.2022;0
Folgefonna Skisenter;SN49085;14.09.2022;0
Folgefonna Skisenter;SN49085;15.09.2022;0
Folgefonna Skisenter;SN49085;16.09.2022;0
Folgefonna Skisenter;SN49085;17.09.2022;0
Folgefonna Skisenter;SN49085;18.09.2022;0
Folgefonna Skisenter;SN49085;19.09.2022;0
Folgefonna Skisenter;SN49085;20.09.2022;0
Folgefonna Skisenter;SN49085;21.09.2022;0
Folgefonna Skisenter;SN49085;22.09.2022;0
Folgefonna Skisenter;SN49085;23.09.2022;0
Folgefonna Skisenter;SN49085;24.09.2022;0
Folgefonna Skisenter;SN49085;25.09.2022;0
Folgefonna Skisenter;SN49085;26.09.2022;0
Folgefonna Skisenter;SN49085;27.09.2022;0
Folgefonna Skisenter;SN49085;28.09.2022;0
Folgefonna Skisenter;SN49085;29.09.2022;0
Folgefonna Skisenter;SN49085;30.09.2022;0
Folgefonna Skisenter;SN49085;01.10.2022;0
Folgefonna Skisenter;SN49085;02.10.2022;0
Folgefonna Skisenter;SN49085;03.10.2022;0
Folgefonna Skisenter;SN49085;04.10.2022;0
Folgefonna Skisenter;SN49085;05.10.2022;0
Folgefonna Skisenter;SN49085;06.10.2022;0
Folgefonna Skisenter;SN49085;07.10.2022;0
Folgefonna Skisenter;SN49085;08.10.2022;9
Folgefonna Skisenter;SN49085;09.10.2022;9
Folgefonna Skisenter;SN49085;10.10.2022;4
Folgefonna Skisenter;SN49085;11.10.2022;14
Folgefonna Skisenter;SN49085;12.10.2022;12
Folgefonna Skisenter;SN49085;13.10.2022;5
Folgefonna Skisenter;SN49085;14.10.2022;4
Folgefonna Skisenter;SN49085;15.10.2022;17
Folgefonna Skisenter;SN49085;16.10.2022;10
Folgefonna Skisenter;SN49085;17.10.2022;25
Folgefonna Skisenter;SN49085;18.10.2022;20
Folgefonna Skisenter;SN49085;19.10.2022;19
Folgefonna Skisenter;SN49085;20.10.2022;19
Folgefonna Skisenter;SN49085;21.10.2022;18
Folgefonna Skisenter;SN49085;22.10.2022;15
Folgefonna Skisenter;SN49085;23.10.2022;12
Folgefonna Skisenter;SN49085;24.10.2022;5
Folgefonna Skisenter;SN49085;25.10.2022;0
Folgefonna Skisenter;SN49085;26.10.2022;0
Folgefonna Skisenter;SN49085;27.10.2022;0
Folgefonna Skisenter;SN49085;28.10.2022;0
Folgefonna Skisenter;SN49085;29.10.2022;0
Folgefonna Skisenter;SN49085;30.10.2022;0
Folgefonna Skisenter;SN49085;31.10.2022;0
Folgefonna Skisenter;SN49085;01.11.2022;0
Folgefonna Skisenter;SN49085;02.11.2022;0
Folgefonna Skisenter;SN49085;03.11.2022;0
Folgefonna Skisenter;SN49085;04.11.2022;0
Folgefonna Skisenter;SN49085;05.11.2022;2
Folgefonna Skisenter;SN49085;06.11.2022;4
Folgefonna Skisenter;SN49085;07.11.2022;4
Folgefonna Skisenter;SN49085;08.11.2022;0
Folgefonna Skisenter;SN49085;09.11.2022;0
Folgefonna Skisenter;SN49085;10.11.2022;4
Folgefonna Skisenter;SN49085;11.11.2022;0
Folgefonna Skisenter;SN49085;12.11.2022;0
Folgefonna Skisenter;SN49085;13.11.2022;0
Folgefonna Skisenter;SN49085;14.11.2022;0
Folgefonna Skisenter;SN49085;15.11.2022;0
Folgefonna Skisenter;SN49085;16.11.2022;0
Folgefonna Skisenter;SN49085;17.11.2022;0
Folgefonna Skisenter;SN49085;18.11.2022;0
Folgefonna Skisenter;SN49085;19.11.2022;0
Folgefonna Skisenter;SN49085;20.11.2022;0
Folgefonna Skisenter;SN49085;21.11.2022;0
Folgefonna Skisenter;SN49085;22.11.2022;0
Folgefonna Skisenter;SN49085;23.11.2022;0
Folgefonna Skisenter;SN49085;24.11.2022;0
Folgefonna Skisenter;SN49085;25.11.2022;0
Folgefonna Skisenter;SN49085;26.11.2022;0
Folgefonna Skisenter;SN49085;27.11.2022;0
Folgefonna Skisenter;SN49085;28.11.2022;0
Folgefonna Skisenter;SN49085;29.11.2022;0
Folgefonna Skisenter;SN49085;30.11.2022;0
Folgefonna Skisenter;SN49085;01.12.2022;0
Folgefonna Skisenter;SN49085;02.12.2022;0
Folgefonna Skisenter;SN49085;03.12.2022;0
Folgefonna Skisenter;SN49085;04.12.2022;0
Folgefonna Skisenter;SN49085;05.12.2022;0
Folgefonna Skisenter;SN49085;06.12.2022;0
Folgefonna Skisenter;SN49085;07.12.2022;0
Folgefonna Skisenter;SN49085;08.12.2022;2
Folgefonna Skisenter;SN49085;09.12.2022;5
Folgefonna Skisenter;SN49085;10.12.2022;0
Folgefonna Skisenter;SN49085;11.12.2022;3
Folgefonna Skisenter;SN49085;12.12.2022;3
Folgefonna Skisenter;SN49085;13.12.2022;14
Folgefonna Skisenter;SN49085;14.12.2022;41
Folgefonna Skisenter;SN49085;15.12.2022;33
Folgefonna Skisenter;SN49085;16.12.2022;27
Folgefonna Skisenter;SN49085;17.12.2022;46
Folgefonna Skisenter;SN49085;18.12.2022;56
Folgefonna Skisenter;SN49085;19.12.2022;11
Folgefonna Skisenter;SN49085;20.12.2022;0
Folgefonna Skisenter;SN49085;21.12.2022;22
Folgefonna Skisenter;SN49085;22.12.2022;46
Folgefonna Skisenter;SN49085;23.12.2022;45
Folgefonna Skisenter;SN49085;24.12.2022;43
Folgefonna Skisenter;SN49085;25.12.2022;10
Folgefonna Skisenter;SN49085;26.12.2022;17
Folgefonna Skisenter;SN49085;27.12.2022;88
Folgefonna Skisenter;SN49085;28.12.2022;39
Folgefonna Skisenter;SN49085;29.12.2022;16
Folgefonna Skisenter;SN49085;30.12.2022;76
Folgefonna Skisenter;SN49085;31.12.2022;63
Folgefonna Skisenter;SN49085;01.01.2023;63
Folgefonna Skisenter;SN49085;02.01.2023;36
Folgefonna Skisenter;SN49085;03.01.2023;36
Folgefonna Skisenter;SN49085;04.01.2023;18
Folgefonna Skisenter;SN49085;05.01.2023;15
Folgefonna Skisenter;SN49085;06.01.2023;12
Folgefonna Skisenter;SN49085;07.01.2023;44
Folgefonna Skisenter;SN49085;08.01.2023;24
Folgefonna Skisenter;SN49085;09.01.2023;23
Folgefonna Skisenter;SN49085;10.01.2023;28
Folgefonna Skisenter;SN49085;11.01.2023;33
Folgefonna Skisenter;SN49085;12.01.2023;39
Folgefonna Skisenter;SN49085;13.01.2023;44
Folgefonna Skisenter;SN49085;14.01.2023;44
Folgefonna Skisenter;SN49085;15.01.2023;35
Folgefonna Skisenter;SN49085;16.01.2023;46
Folgefonna Skisenter;SN49085;17.01.2023;41
Folgefonna Skisenter;SN49085;18.01.2023;37
Folgefonna Skisenter;SN49085;19.01.2023;32
Folgefonna Skisenter;SN49085;20.01.2023;31
Folgefonna Skisenter;SN49085;21.01.2023;31
Folgefonna Skisenter;SN49085;22.01.2023;29
Folgefonna Skisenter;SN49085;23.01.2023;30
Folgefonna Skisenter;SN49085;24.01.2023;47
Folgefonna Skisenter;SN49085;25.01.2023;39
Folgefonna Skisenter;SN49085;26.01.2023;49
Folgefonna Skisenter;SN49085;27.01.2023;49
Folgefonna Skisenter;SN49085;28.01.2023;54
Folgefonna Skisenter;SN49085;29.01.2023;54
Folgefonna Skisenter;SN49085;30.01.2023;107
Folgefonna Skisenter;SN49085;31.01.2023;110
Folgefonna Skisenter;SN49085;01.02.2023;180
Folgefonna Skisenter;SN49085;02.02.2023;167
Folgefonna Skisenter;SN49085;03.02.2023;105
Folgefonna Skisenter;SN49085;04.02.2023;105
Folgefonna Skisenter;SN49085;05.02.2023;119
Folgefonna Skisenter;SN49085;06.02.2023;136
Folgefonna Skisenter;SN49085;07.02.2023;131
Folgefonna Skisenter;SN49085;08.02.2023;132
Folgefonna Skisenter;SN49085;09.02.2023;138
Folgefonna Skisenter;SN49085;10.02.2023;133
Folgefonna Skisenter;SN49085;11.02.2023;146
Folgefonna Skisenter;SN49085;12.02.2023;147
Folgefonna Skisenter;SN49085;13.02.2023;156
Folgefonna Skisenter;SN49085;14.02.2023;153
Folgefonna Skisenter;SN49085;15.02.2023;150
Folgefonna Skisenter;SN49085;16.02.2023;149
Folgefonna Skisenter;SN49085;17.02.2023;158
Folgefonna Skisenter;SN49085;18.02.2023;171
Folgefonna Skisenter;SN49085;19.02.2023;173
Folgefonna Skisenter;SN49085;20.02.2023;189
Folgefonna Skisenter;SN49085;21.02.2023;187
Folgefonna Skisenter;SN49085;22.02.2023;186
Folgefonna Skisenter;SN49085;23.02.2023;197
Folgefonna Skisenter;SN49085;24.02.2023;207
Folgefonna Skisenter;SN49085;25.02.2023;203
Folgefonna Skisenter;SN49085;26.02.2023;201
Folgefonna Skisenter;SN49085;27.02.2023;199
Folgefonna Skisenter;SN49085;28.02.2023;198
Folgefonna Skisenter;SN49085;01.03.2023;197
Folgefonna Skisenter;SN49085;02.03.2023;195
Folgefonna Skisenter;SN49085;03.03.2023;194
Folgefonna Skisenter;SN49085;04.03.2023;194
Folgefonna Skisenter;SN49085;05.03.2023;193
Folgefonna Skisenter;SN49085;06.03.2023;193
Folgefonna Skisenter;SN49085;07.03.2023;192
Folgefonna Skisenter;SN49085;08.03.2023;192
Folgefonna Skisenter;SN49085;09.03.2023;192
Folgefonna Skisenter;SN49085;10.03.2023;191
Folgefonna Skisenter;SN49085;11.03.2023;198
Folgefonna Skisenter;SN49085;12.03.2023;209
Folgefonna Skisenter;SN49085;13.03.2023;170
Folgefonna Skisenter;SN49085;14.03.2023;182
Folgefonna Skisenter;SN49085;15.03.2023;190
Folgefonna Skisenter;SN49085;16.03.2023;169
Folgefonna Skisenter;SN49085;17.03.2023;174
Folgefonna Skisenter;SN49085;18.03.2023;180
Folgefonna Skisenter;SN49085;19.03.2023;181
Folgefonna Skisenter;SN49085;20.03.2023;185
Folgefonna Skisenter;SN49085;21.03.2023;185
Folgefonna Skisenter;SN49085;22.03.2023;184
Folgefonna Skisenter;SN49085;23.03.2023;184
Folgefonna Skisenter;SN49085;24.03.2023;189
Folgefonna Skisenter;SN49085;25.03.2023;189
Folgefonna Skisenter;SN49085;29.04.2023;197
Folgefonna Skisenter;SN49085;30.04.2023;200
Folgefonna Skisenter;SN49085;01.05.2023;206
Folgefonna Skisenter;SN49085;02.05.2023;204
Folgefonna Skisenter;SN49085;03.05.2023;206
Folgefonna Skisenter;SN49085;04.05.2023;200
Folgefonna Skisenter;SN49085;05.05.2023;173
Folgefonna Skisenter;SN49085;06.05.2023;173
Folgefonna Skisenter;SN49085;07.05.2023;173
Folgefonna Skisenter;SN49085;08.05.2023;162
Folgefonna Skisenter;SN49085;09.05.2023;150
Folgefonna Skisenter;SN49085;10.05.2023;134
Folgefonna Skisenter;SN49085;11.05.2023;127
Folgefonna Skisenter;SN49085;12.05.2023;122
Folgefonna Skisenter;SN49085;13.05.2023;119
Folgefonna Skisenter;SN49085;14.05.2023;111
Folgefonna Skisenter;SN49085;15.05.2023;102
Folgefonna Skisenter;SN49085;16.05.2023;99
Folgefonna Skisenter;SN49085;17.05.2023;102
Folgefonna Skisenter;SN49085;18.05.2023;100
Folgefonna Skisenter;SN49085;19.05.2023;93
Folgefonna Skisenter;SN49085;20.05.2023;66
Folgefonna Skisenter;SN49085;21.05.2023;61
Folgefonna Skisenter;SN49085;22.05.2023;57
Folgefonna Skisenter;SN49085;23.05.2023;19
Folgefonna Skisenter;SN49085;24.05.2023;18
Folgefonna Skisenter;SN49085;25.05.2023;20
Folgefonna Skisenter;SN49085;26.05.2023;23
Folgefonna Skisenter;SN49085;27.05.2023;22
Folgefonna Skisenter;SN49085;28.05.2023;20
Folgefonna Skisenter;SN49085;29.05.2023;20
Folgefonna Skisenter;SN49085;30.05.2023;19
Folgefonna Skisenter;SN49085;31.05.2023;13
Folgefonna Skisenter;SN49085;01.06.2023;9
Folgefonna Skisenter;SN49085;02.06.2023;4
Folgefonna Skisenter;SN49085;03.06.2023;0
Folgefonna Skisenter;SN49085;04.06.2023;0
Folgefonna Skisenter;SN49085;05.06.2023;0
Folgefonna Skisenter;SN49085;06.06.2023;0
Folgefonna Skisenter;SN49085;07.06.2023;0
Folgefonna Skisenter;SN49085;08.06.2023;0
Folgefonna Skisenter;SN49085;09.06.2023;0
Folgefonna Skisenter;SN49085;10.06.2023;0
Folgefonna Skisenter;SN49085;11.06.2023;0
Folgefonna Skisenter;SN49085;12.06.2023;0
Folgefonna Skisenter;SN49085;13.06.2023;0
Folgefonna Skisenter;SN49085;14.06.2023;0
Folgefonna Skisenter;SN49085;15.06.2023;0
Folgefonna Skisenter;SN49085;16.06.2023;0
Folgefonna Skisenter;SN49085;17.06.2023;0
Folgefonna Skisenter;SN49085;18.06.2023;0
Folgefonna Skisenter;SN49085;19.06.2023;0
Folgefonna Skisenter;SN49085;20.06.2023;0
Folgefonna Skisenter;SN49085;21.06.2023;0
Folgefonna Skisenter;SN49085;22.06.2023;0
Folgefonna Skisenter;SN49085;23.06.2023;0
Folgefonna Skisenter;SN49085;24.06.2023;0
Folgefonna Skisenter;SN49085;25.06.2023;0
Folgefonna Skisenter;SN49085;26.06.2023;0
Folgefonna Skisenter;SN49085;27.06.2023;0
Folgefonna Skisenter;SN49085;28.06.2023;0
Folgefonna Skisenter;SN49085;29.06.2023;0
Folgefonna Skisenter;SN49085;30.06.2023;0
Folgefonna Skisenter;SN49085;01.07.2023;0
Folgefonna Skisenter;SN49085;02.07.2023;0
Folgefonna Skisenter;SN49085;03.07.2023;0
Folgefonna Skisenter;SN49085;04.07.2023;0
Folgefonna Skisenter;SN49085;05.07.2023;0
Folgefonna Skisenter;SN49085;06.07.2023;0
Folgefonna Skisenter;SN49085;07.07.2023;0
Folgefonna Skisenter;SN49085;08.07.2023;0
Folgefonna Skisenter;SN49085;09.07.2023;0
Folgefonna Skisenter;SN49085;10.07.2023;0
Folgefonna Skisenter;SN49085;11.07.2023;0
Folgefonna Skisenter;SN49085;12.07.2023;0
Folgefonna Skisenter;SN49085;13.07.2023;0
Folgefonna Skisenter;SN49085;14.07.2023;0
Folgefonna Skisenter;SN49085;15.07.2023;0
Folgefonna Skisenter;SN49085;16.07.2023;0
Folgefonna Skisenter;SN49085;17.07.2023;0
Folgefonna Skisenter;SN49085;18.07.2023;0
Folgefonna Skisenter;SN49085;19.07.2023;0
Folgefonna Skisenter;SN49085;20.07.2023;0
Folgefonna Skisenter;SN49085;21.07.2023;0
Folgefonna Skisenter;SN49085;22.07.2023;0
Folgefonna Skisenter;SN49085;23.07.2023;0
Folgefonna Skisenter;SN49085;24.07.2023;0
Folgefonna Skisenter;SN49085;25.07.2023;0
Folgefonna Skisenter;SN49085;26.07.2023;0
Folgefonna Skisenter;SN49085;27.07.2023;0
Folgefonna Skisenter;SN49085;28.07.2023;0
Folgefonna Skisenter;SN49085;29.07.2023;0
Folgefonna Skisenter;SN49085;30.07.2023;0
Folgefonna Skisenter;SN49085;31.07.2023;0
Folgefonna Skisenter;SN49085;01.08.2023;0
Folgefonna Skisenter;SN49085;02.08.2023;0
Folgefonna Skisenter;SN49085;03.08.2023;0
Folgefonna Skisenter;SN49085;04.08.2023;0
Folgefonna Skisenter;SN49085;05.08.2023;0
Folgefonna Skisenter;SN49085;06.08.2023;0
Folgefonna Skisenter;SN49085;07.08.2023;0
Folgefonna Skisenter;SN49085;08.08.2023;0
Folgefonna Skisenter;SN49085;09.08.2023;0
Folgefonna Skisenter;SN49085;10.08.2023;0
Folgefonna Skisenter;SN49085;11.08.2023;0
Folgefonna Skisenter;SN49085;12.08.2023;0
Folgefonna Skisenter;SN49085;13.08.2023;0
Folgefonna Skisenter;SN49085;14.08.2023;0
Folgefonna Skisenter;SN49085;15.08.2023;0
Folgefonna Skisenter;SN49085;16.08.2023;0
Folgefonna Skisenter;SN49085;17.08.2023;0
Folgefonna Skisenter;SN49085;18.08.2023;0
Folgefonna Skisenter;SN49085;19.08.2023;0
Folgefonna Skisenter;SN49085;20.08.2023;0
Folgefonna Skisenter;SN49085;21.08.2023;0
Folgefonna Skisenter;SN49085;22.08.2023;0
Folgefonna Skisenter;SN49085;23.08.2023;0
Folgefonna Skisenter;SN49085;24.08.2023;0
Folgefonna Skisenter;SN49085;25.08.2023;0
Folgefonna Skisenter;SN49085;26.08.2023;0
Folgefonna Skisenter;SN49085;27.08.2023;0
Folgefonna Skisenter;SN49085;28.08.2023;0
Folgefonna Skisenter;SN49085;29.08.2023;0
